id xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
240 1525.6707 144.46986 0.74641002 -0.71268166 0.15960829 121 0 4342.8431 1.0632151 -0.066552811
241 1726.5138 144.45828 0.40477791 -0.11703955 0.17615765 121 0 4250.3504 1.2277234 -0.22275135
242 2205.1415 143.62638 0.83361255 0.3288831 -0.1032271 121 0 4809.968 2.5713984 -1.0254234
243 212.88006 145.98027 0.59953928 0.079611415 0.39808846 121 0 4498.529 1.6237505 -0.52629823
244 2038.7589 147.2812 0.94189847 -0.19310929 -0.00242599 121 0 4543.8211 1.6174121 -0.52205175
245 310.02836 149.69414 0.24702544 0.24410687 0.37533136 121 0 4525.627 2.6529632 -1.0593281
246 921.91668 149.45329 0.71421413 -0.25845434 0.23842903 121 0 4970.8023 3.3370861 -1.3084185
247 576.72906 149.67612 0.3151068 -0.027206479 0.30387258 121 0 5005.5332 4.5789341 -1.651911
249 2089.3094 153.82693 0.64672055 -0.061100246 0.40840511 121 0 6474.1836 7.6136237 -2.2039785
250 144.60507 153.85078 0.85108577 0.072654249 0.30064172 121 0 4485.3443 1.3357291 -0.31429597
251 682.03022 150.93232 0.29643853 -0.44730883 0.46065205 121 0 4401.6176 1.9986477 -0.75184063
252 952.42038 152.04392 0.51156813 -0.10640514 0.20551885 121 0 5260.6314 5.6381096 -1.8778338
253 1533.1204 151.45507 0.73795443 -0.21143905 0.15438323 121 0 4883.8933 3.3487234 -1.3121982
254 905.02133 153.84948 0.4963951 0.1553539 0.25487424 121 0 4465.3181 1.9303192 -0.71407285
255 1972.2078 153.57345 0.79309738 -0.094484325 -0.23186978 121 0 4495.2757 1.5596975 -0.48260096
256 2213.3939 153.70871 0.90099333 -0.19960875 0.06981917 121 0 4900.6292 2.6392893 -1.0537175
257 1316.8572 155.21835 0.55849847 -0.24343949 0.21577725 121 0 4928.9482 3.9996131 -1.505045
258 178.17082 157.13072 0.36573008 0.019227361 0.24078862 121 0 4629.2548 2.5616786 -1.0213116
259 1928.5781 155.81617 0.65641023 0.50854996 0.012339988 121 0 4433.4354 1.3008646 -0.28558028
260 2077.0203 155.60763 0.82430126 -0.062581551 -0.18751087 121 0 5409.2886 4.732122 -1.6876398
261 1242.6139 157.60283 0.52099707 -0.36144057 0.081937959 121 0 4716.5125 3.0818931 -1.2220439
263 1109.531 157.96736 0.60556997 -0.16252054 0.024027701 121 0 4650.9126 2.6581533 -1.06145
264 1044.0905 158.79904 0.2421689 -0.30840286 0.54059015 121 0 4259.321 1.4845829 -0.42901116
265 1600.5265 158.60007 0.71420457 -0.046407543 0.082550776 121 0 5155.7125 4.3994753 -1.6085022
266 1088.3007 160.29231 0.48977195 0.0040074767 0.14455044 121 0 4904.618 4.0867858 -1.5284547
267 1173.4252 160.10847 0.35198601 0.047907005 0.18157548 121 0 4503.2157 2.8620475 -1.1416921
268 1824.6881 159.48476 0.71199128 -0.037820182 0.078474883 121 0 12750.744 35.39814 -3.8724511
270 278.85869 162.79232 0.41814742 -0.11629262 0.30282945 121 0 4408.0369 1.6392545 -0.53661597
271 844.36681 161.72318 0.3439218 -0.21810555 0.39155008 121 0 4471.6046 2.3430613 -0.92445912
272 1503.0295 160.99255 0.86357759 -0.2197852 0.26779302 121 0 4480.0419 1.4968068 -0.4379144
273 734.53528 162.00518 0.3914462 -0.1384578 0.036468611 121 0 4240.4007 1.2687446 -0.25843554
274 1207.3321 162.23536 0.42485245 -0.22968386 0.19898558 121 0 4573.7004 2.8349407 -1.13136
275 698.74772 163.19358 0.55782601 -0.15791138 0.45777954 121 0 4374.398 1.4717835 -0.4196098
276 1024.3743 163.30564 0.43656078 -0.2803437 0.3434396 121 0 4306.3217 1.4576775 -0.40915365
277 1889.5289 162.76013 0.92020099 0.39434467 0.061360267 121 0 4428.4411 1.0869696 -0.090543506
278 1300.818 164.73234 0.37412525 0.38612091 0.18777963 121 0 4238.1749 1.1136146 -0.11683734
279 2219.5909 165.16543 0.87444491 -0.080726067 -0.023213724 121 0 8672.1931 16.055402 -3.0140529
280 2144.244 165.55632 0.85018145 -0.069017226 0.0061148636 121 0 6709.4425 9.2471206 -2.4150163
281 1280.1732 167.35991 0.55185541 -0.39241994 -0.0604776 121 0 4328.8535 1.3314112 -0.31078048
283 1293.1502 169.10994 0.63831969 -0.1159832 0.087879077 121 0 5797.8028 7.3989735 -2.1729287
284 1754.3913 169.36656 0.40056965 -0.64394283 0.040593157 121 0 4404.8875 1.9124831 -0.70399403
285 395.07461 171.15185 0.4088883 0.064490795 0.36799046 121 0 7484.6907 13.879055 -2.8558997
286 1953.8899 170.07071 0.88374987 -0.095140267 0.024524147 121 0 19035.37 52.015136 -4.2903244
288 443.58964 169.29431 0.23253527 0.21952382 0.60114982 121 0 4178.6649 1.0395104 -0.042072116
289 2353.4992 171.79926 0.75550738 -0.035199561 -0.37417288 121 0 4586.4284 2.1085832 -0.80997688
290 481.17592 173.92047 0.46188979 0.0034795872 0.31578956 121 0 4475.4219 1.9668113 -0.73440675
291 1214.6344 172.97786 0.56045379 -0.18850353 0.10762332 121 0 5539.3309 6.9412907 -2.1036006
292 844.30136 174.27405 0.47905066 -0.091219681 0.26101271 121 0 16071.447 57.171051 -4.3929404
293 1691.2976 174.54619 0.6655976 -0.14146799 0.20370655 121 0 5256.1189 4.9394906 -1.7342054
294 1182.1265 175.88597 0.30687302 0.032858186 0.215274 121 0 4297.7425 1.7309137 -0.59568856
295 1547.1894 176.62138 0.67100072 -0.08616987 0.18548987 121 0 6869.384 11.803324 -2.6800109
296 109.95911 178.22084 0.46944494 0.082419178 0.15671486 121 0 4988.7384 3.3039088 -1.2975701
297 711.74113 177.96232 0.42451335 0.17226999 0.67045661 121 0 4430.2446 1.9098138 -0.70247755
298 147.84889 179.893 0.50180575 0.20026305 0.20098382 121 0 5247.8322 4.1585601 -1.5473574
299 1102.2017 179.41877 0.64903171 -0.053774492 0.31292583 121 0 5219.6063 4.8556361 -1.7156153
300 2067.8896 178.81135 0.75825674 -0.38938094 -0.1765695 121 0 4545.5264 1.907961 -0.70142375
301 426.02422 181.23689 0.51668073 -0.0039647518 0.146237 121 0 5000.7173 3.5741373 -1.3829281
302 1085.6773 181.27977 0.73295448 -0.32391741 0.2676372 121 0 4667.1976 2.2769296 -0.89337401
303 1756.8561 180.95644 0.89373904 -0.15505981 0.080287271 121 0 6813.1283 9.4467712 -2.4382085
304 1271.967 181.49417 0.66809075 -0.19534254 0.26166667 121 0 4656.2044 2.4054388 -0.95298579
305 401.4297 182.80739 0.61930012 -0.82940462 0.19272448 121 0 4338.7872 1.0256695 -0.02751856
306 582.96206 183.54426 0.54217163 -0.041335187 0.35811297 121 0 7396.9446 13.363915 -2.8148343
307 1545.4305 181.78025 0.9127149 -0.3864814 0.84807741 121 0 4964.305 2.7119592 -1.0832079
308 1946.5354 185.72183 0.8821417 -0.23397584 -0.12585482 121 0 5370.3277 4.4053014 -1.6099391
309 2370.6309 186.29282 0.71447959 0.066881089 -0.10589316 121 0 4943.4731 3.5570459 -1.3777237
310 1677.5746 187.2093 0.90753791 0.014363829 0.083391226 121 0 4424.283 1.1586851 -0.1599136
311 1694.2701 187.34628 0.76580118 -0.11511476 0.074297304 121 0 14474.984 40.024912 -4.005826
312 507.28066 188.91975 0.47853447 -0.01762955 0.34141156 121 0 5105.4918 4.3395217 -1.5936047
313 1030.1136 187.99129 0.50118212 -0.211339 0.30804228 121 0 4383.1619 1.637645 -0.53554938
314 1357.0335 188.12061 0.64555089 -0.12591905 0.11222246 121 0 8580.4592 19.606 -3.2309725
315 1775.1724 188.74615 0.84244708 0.08353894 0.059234483 121 0 4641.1338 1.8764052 -0.68331659
316 1574.8147 191.61322 0.50375733 -0.46622545 0.41579786 121 0 4623.1101 2.6246682 -1.047686
317 625.22201 191.27398 0.39733883 0.015739722 0.5914477 121 0 4397.6289 1.7433134 -0.60343866
318 2149.3449 192.31497 0.85370401 0.026617889 0.0529957 121 0 11360.653 25.995868 -3.5372608
319 2338.051 192.0512 0.53885105 -0.018452667 -0.068253956 121 0 4316.1578 1.3874695 -0.35555864
320 1336.4294 193.4001 0.41051348 0.23305338 -0.43272381 121 0 4415.4419 1.8869251 -0.68938663
321 1387.5482 193.37319 0.36510247 -0.19417411 0.077093369 121 0 4592.9665 3.4785833 -1.353506
322 1532.5532 193.54081 0.68335608 -0.220144 0.12311964 121 0 6746.4572 11.149116 -2.6181011
323 1172.8908 193.40941 0.50199426 -0.26967269 -0.24526465 121 0 4281.9273 1.0533143 -0.05639491
324 449.27786 196.54168 0.40097958 -0.0824798 0.30473526 121 0 6847.3477 11.695355 -2.6700335
325 1090.6481 195.72879 0.64693514 -0.15728165 0.27830735 121 0 4844.3251 3.3901091 -1.3255342
326 1440.2674 194.85724 0.52010354 -0.30258615 0.26076138 121 0 4304.9715 1.2941988 -0.28000244
327 2198.2136 195.03076 0.84659162 -0.073029655 -0.3878201 121 0 4556.9791 1.7335199 -0.5973221
328 826.45044 196.14285 0.38061036 -0.259093 0.4751563 121 0 4552.7334 2.5464991 -1.0148588
329 121.34868 198.58238 0.56787438 0.47578186 0.41853093 121 0 4350.0755 1.0925908 -0.096143892
330 937.32662 196.60883 0.42619578 -0.058751966 0.18222548 121 0 4503.836 2.4866703 -0.98904552
331 958.96561 197.72496 0.78389921 -0.18524836 0.16482687 121 0 4352.8337 1.0622139 -0.06552999
332 2236.078 196.72771 0.7866534 0.033479353 -0.058339211 121 0 5178.6787 4.1769139 -1.5521388
333 899.29201 197.20708 0.29036027 -0.21540269 0.32120144 121 0 4300.852 1.746317 -0.60530772
334 1571.9995 197.87214 0.73817658 -0.11951339 0.10388353 121 0 8102.1565 15.99956 -3.0102701
335 2262.4875 198.27685 0.79780985 0.063107894 0.095822941 121 0 4978.9429 3.4613093 -1.348101
336 1029.6403 198.84801 0.38500022 0.41559856 0.76460005 121 0 4201.3105 1.0247556 -0.0265507
337 1540.8676 199.29344 0.68760202 -0.44208384 0.031062602 121 0 4761.8454 2.890024 -1.1522536
338 1142.0087 200.15901 0.81867126 -0.15508222 0.55376321 121 0 4449.8421 1.345533 -0.32223589
339 991.14071 201.2994 0.91628407 -0.22551052 0.31630696 121 0 4377.79 1.1084951 -0.11183445
341 1847.7762 201.33438 0.69907831 -0.062835156 0.10690318 121 0 4488.8215 1.7242552 -0.59150388
342 2359.6574 200.62446 0.65147343 0.1527567 -0.17418772 121 0 4619.6075 2.301092 -0.90483494
344 392.14382 206.39577 0.39047091 0.13855453 0.99621046 121 0 4218.1315 1.0204227 -0.021950308
345 673.26855 203.44502 0.39358318 -0.11104603 0.39903829 121 0 4862.5367 3.8575793 -1.4657872
346 1696.361 202.44013 0.63653278 -0.14051794 0.17140164 121 0 4881.0591 3.6221269 -1.3974091
347 1752.8927 203.48829 0.68858341 -0.18128309 0.12877095 121 0 5236.2148 4.7205034 -1.6849708
348 1973.1586 204.73574 0.69352724 -0.088261072 -0.11959979 121 0 4708.6219 2.6010333 -1.0378648
349 154.25309 208.056 0.32835611 0.20768166 0.30383153 121 0 10403.334 26.642182 -3.5639245
350 1594.3964 205.91833 0.84742205 -0.0056889036 -0.047881542 121 0 4654.1817 2.1022808 -0.80672683
351 1653.2899 205.89354 0.6658066 -0.63218571 -0.20457645 121 0 4368.1877 1.2088267 -0.20591008
352 1993.9505 205.86519 0.73863147 -0.058103167 -0.013174092 121 0 4810.6814 2.9975254 -1.1919072
353 492.61049 206.84935 0.53114976 -0.075918605 0.32722384 121 0 13627.63 36.488271 -3.9053832
354 1061.2402 206.89379 0.35355247 -0.11690392 0.27274385 121 0 4384.8817 2.0770897 -0.79363811
355 1768.2549 208.02848 0.76484549 -0.04080853 0.054733073 121 0 5909.9372 7.1266926 -2.1322201
356 1361.8485 209.35994 0.63041479 -0.030057137 0.14183671 121 0 5301.9551 5.4787548 -1.8467047
357 1747.0144 209.00417 0.76954722 -0.77036901 0.090436397 121 0 6593.3289 9.0790035 -2.3950955
358 306.38845 210.44278 0.23738896 -0.10711497 0.26734241 121 0 4348.2774 1.6628835 -0.55215454
359 346.17473 209.267 0.36755342 -0.051691095 0.097807962 121 0 4296.6491 1.1924552 -0.19110518
360 1142.4409 209.79253 0.55698637 -0.073328893 0.15235435 121 0 5438.4099 6.2961479 -1.9976873
361 1472.1047 210.21541 0.85489444 -0.42654582 0.41570293 121 0 4385.4545 1.1570263 -0.15835808
363 2083.2484 211.06472 0.80836353 -0.035787254 -0.016129765 121 0 11391.686 27.198096 -3.5863462
364 1353.7038 212.43282 0.40507286 0.80214582 0.2928609 121 0 4365.6886 1.6570146 -0.54831583
365 1919.2617 212.39128 0.51022059 -0.13725573 0.19390425 121 0 4454.9217 2.025392 -0.76627273
366 910.4135 212.79028 0.49931534 -0.16282567 0.16342589 121 0 6368.6712 11.120113 -2.615273
367 1678.0481 213.13604 0.75979669 -0.098314168 0.05740247 121 0 6763.6312 10.546899 -2.5578119
368 2217.8368 213.86351 0.86649852 0.0077521099 -0.0022808469 121 0 4789.151 2.6019236 -1.0382363
