id xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag RA DEC
256 482.94047 578.23619 0.49136987 -0.14647903 0.21341511 121 0 8294 11.588423 -2.6600608 48.704223 57.432717
257 1091.8408 578.44333 0.96039281 -0.18505196 0.0017260369 121 0 6615 2.0566335 -0.78289224 49.07341 57.405724
258 501.971 580.14896 0.51887403 -0.23565398 0.21339645 121 0 6994 4.9109548 -1.7279148 48.715925 57.43251
259 2234.8428 581.53679 0.81664666 0.11519376 -0.010632578 121 0 10236 15.171709 -2.9525863 49.764671 57.353388
260 595.71132 582.93578 0.71121961 -0.26849541 0.0037523335 121 0 6808 3.3170042 -1.301865 48.773029 57.429311
261 1101.7005 583.71493 0.8024929 -0.054047098 0.10116413 121 0 7062 3.9955968 -1.5039541 49.079823 57.406998
262 1576.148 586.58089 0.65703907 -0.084683343 0.23304484 121 0 6439 1.9320943 -0.7150708 49.367218 57.38618
263 511.11791 590.35368 0.51247519 -0.11332449 0.14006853 121 0 8247 11.341601 -2.6366859 48.722298 57.435441
264 55.845973 599.8507 0.62599103 0.047662798 0.25590732 121 0 6648 2.5449109 -1.0141815 48.446542 57.458189
265 1110.2413 599.14004 0.82136416 0.036881389 0.051639143 121 0 8114 8.0439899 -2.2636788 49.086287 57.411645
266 235.47224 605.79574 0.50716314 -0.19576235 0.21643053 121 0 6630 2.9157583 -1.1618788 48.55616 57.452442
267 1421.4349 609.06148 0.99088005 0.046798095 0.039982409 121 0 7103 3.5560646 -1.3774241 49.275547 57.400671
268 710.34645 611.74997 0.48224887 -0.11159554 0.076111912 121 0 7392 7.3823105 -2.1704808 48.844916 57.43366
269 743.79635 612.13563 0.52032928 0.023913177 0.11108675 121 0 6648 3.2427513 -1.2772841 48.865237 57.432305
270 603.20175 617.63998 0.36672111 -0.78694733 0.02969009 121 0 6276 1.6986383 -0.57525229 48.780386 57.44031
271 1121.5879 616.79199 0.68865796 -0.16620764 0.037072814 121 0 6455 2.0521019 -0.7804973 49.094639 57.416892
272 957.49677 618.41584 0.88462239 -0.1450963 0.050178022 121 0 12444 22.436289 -3.3773776 48.995335 57.424821
273 2275.6023 618.54217 0.98244696 0.19835006 -0.032557196 121 0 8524 7.8846751 -2.2419595 49.792584 57.363491
274 926.84098 624.13162 0.71415838 -0.040300766 -0.064863529 121 0 6478 1.9363792 -0.71747605 48.977224 57.428061
275 524.12035 625.40709 0.37449411 0.15060795 -0.017623073 121 0 6265 1.755704 -0.61112828 48.733015 57.446315
276 2227.1853 626.81767 0.73952009 0.14902835 -0.039929318 121 0 11673 21.88347 -3.3502905 49.764105 57.368522
277 1785.505 630.48864 0.5944012 0.084151832 0.15572018 121 0 6338 1.7169441 -0.58689042 49.497614 57.390722
279 1918.4872 633.5686 0.7014693 -0.022125136 0.13018835 121 0 6495 2.0663663 -0.78801827 49.578262 57.385455
280 611.19408 635.08983 0.44667456 -0.12374426 -0.010708189 121 0 6415 2.4029666 -0.95186932 48.786651 57.445654
281 457.83396 639.78413 0.22866533 0.34956676 0.087442277 121 0 6087 1.2807452 -0.26865683 48.693926 57.453904
282 1828.3828 641.82336 0.91259054 -0.037049312 -0.10481362 121 0 7301 4.4434237 -1.6192943 49.524526 57.392402
283 834.52793 646.13701 0.9101658 -0.083461491 0.054945976 121 0 6407 1.3806192 -0.35018477 48.923061 57.439369
284 538.30834 645.76835 0.54824944 -0.043447243 0.22984631 121 0 6849 4.1608414 -1.5479529 48.743271 57.45234
285 2318.0415 652.23913 0.87208722 0.038455917 0.057777832 121 0 6221 1.0926664 -0.096218974 49.821227 57.37243
286 1788.051 656.84582 0.61909452 0.22581174 0.068490133 121 0 6258 1.3326323 -0.31177581 49.501454 57.399199
287 2106.8704 660.24424 0.68728429 0.12556633 0.20472491 121 0 6446 1.9379884 -0.71837791 49.694438 57.385193
289 820.27455 662.27135 0.69114212 -0.035572069 0.080991806 121 0 15885 41.920195 -4.0560582 48.915742 57.44527
290 743.00586 663.08697 0.59879089 -0.16698649 -0.31418912 121 0 6215 1.1262743 -0.12911047 48.868926 57.44897
291 1752.0377 663.0745 0.96975486 -0.37354512 0.020018691 121 0 6757 2.5020383 -0.9957349 49.480218 57.402922
292 1227.9421 664.51226 0.92753438 -0.043258269 0.126885 121 0 8299 7.7430924 -2.2222861 49.163086 57.427631
293 433.81377 665.93845 0.54124947 -0.10856798 0.12537144 121 0 23014 82.293239 -4.7884104 48.681437 57.463489
294 2076.2598 665.58727 0.95768575 0.028116431 -0.29781167 121 0 6329 1.1739988 -0.1741691 49.676422 57.388398
295 667.72131 667.15541 0.6070854 -0.25806187 0.076666318 121 0 8419 10.934575 -2.5970048 48.823567 57.453629
296 846.18959 668.24904 0.54331482 0.15000291 0.014337627 121 0 6648 3.3365037 -1.308229 48.931955 57.446066
297 2237.3482 668.18451 0.82109372 0.37470596 -0.032172842 121 0 7972 6.9265656 -2.1012949 49.773947 57.381522
298 834.98765 670.44229 0.6544821 0.00017476902 0.11126227 121 0 8862 12.623429 -2.7529434 48.92534 57.447281
299 2189.0445 674.52728 0.86861273 0.13113932 0.049417019 121 0 6819 2.9237455 -1.1648489 49.745345 57.385913
300 1504.4802 676.12858 0.863923 -0.056516138 0.061308721 121 0 6931 3.3262857 -1.3048989 49.331553 57.418718
301 946.35924 678.23033 0.72988326 -0.055270918 0.059345098 121 0 9082 12.540164 -2.745758 48.993541 57.444842
302 781.96322 678.96089 0.55535595 -0.088139669 0.11774691 121 0 6404 2.0858654 -0.79821568 48.893867 57.452422
303 993.00003 683.07305 0.86774324 0.093326318 0.1239581 121 0 6431 1.5006489 -0.4406977 49.02223 57.444327
304 603.73151 687.22544 0.55985669 -0.10891927 0.064136139 121 0 8051 9.9619197 -2.4958576 48.78635 57.463001
305 179.4188 688.97955 0.43956009 -0.22542224 0.2703833 121 0 7233 5.7949195 -1.9076185 48.528663 57.482009
306 1446.6355 688.27323 0.82301962 0.41591662 0.51858976 121 0 6251 1.0411426 -0.043775581 49.297571 57.425353
307 363.10076 690.15563 0.40605864 -0.1229638 0.19093374 121 0 12805 36.714924 -3.9121066 48.640412 57.474469
308 1200.8982 689.8876 0.66197961 -0.097807681 -0.15212127 121 0 6530 2.3704826 -0.93709192 49.148838 57.437143
309 2195.21 689.5204 0.86914235 0.1706197 -0.2345527 121 0 6305 1.1778572 -0.17773164 49.75041 57.390506
310 2227.4774 692.81958 0.68999446 0.13261364 -0.039931687 121 0 8900 11.712289 -2.6716045 49.770194 57.390031
311 2245.7938 701.51225 0.88256826 -0.0055341836 0.017533636 121 0 6709 2.3268612 -0.91692621 49.782036 57.391984
312 2333.8722 704.44033 0.79560358 0.25067092 -0.02317097 121 0 8265 8.1627394 -2.2795898 49.835489 57.388685
313 614.68692 713.15977 0.63175331 -0.19668242 0.070197977 121 0 7122 4.9173732 -1.7293329 48.795108 57.470984
314 1144.9269 714.90443 0.64182156 0.10423591 0.19875188 121 0 6247 1.2846669 -0.2719763 49.117014 57.44785
315 2123.5752 718.32086 0.44227688 -0.29615463 0.15749771 121 0 6163 1.2959577 -0.28147711 49.709702 57.403334
316 472.94201 720.84455 0.41741786 -0.14981402 0.1812004 121 0 6608 3.6519663 -1.4063169 48.70962 57.479708
317 2082.3163 724.5918 0.74265968 0.19795591 -0.17676855 121 0 6332 1.3990208 -0.3645604 49.685325 57.407352
318 925.32484 727.24417 0.81334243 -0.37525694 0.35490745 121 0 6352 1.4316534 -0.38959472 48.984843 57.461782
319 1132.6057 733.24113 0.47354607 -0.21821576 0.53274745 121 0 6169 1.1161284 -0.11928542 49.111083 57.454393
320 2016.1344 733.53602 0.65061292 0.1633383 0.062335278 121 0 6339 1.6413155 -0.5379802 49.64611 57.413425
321 2059.7597 733.52931 0.97636803 0.16304772 0.0070412279 121 0 8351 7.3398981 -2.1642251 49.672484 57.411344
322 57.33554 739.19472 0.37181145 -0.18160423 0.35320004 121 0 6296 1.7351004 -0.59831154 48.458347 57.503624
323 306.83898 740.10598 0.37815051 -0.22034025 -0.06890742 121 0 6474 2.9303136 -1.1672853 48.610193 57.493213
324 2157.0079 740.47464 0.68941985 0.12064141 -0.09549811 121 0 12602 26.729673 -3.5674841 49.731883 57.408957
326 415.81067 750.29305 0.33095995 -0.11617407 -0.15816142 121 0 6168 1.1353055 -0.13778186 48.677261 57.491812
328 725.89982 755.46556 0.44159123 0.3243324 0.19525773 121 0 6240 1.3650798 -0.33789511 48.866101 57.479882
329 2076.671 754.63954 0.85461853 0.22432087 0.08175642 121 0 6549 1.9048175 -0.69963341 49.684584 57.417421
330 954.897 756.02926 0.77856525 0.56943266 0.081203405 121 0 6268 1.09896 -0.10245467 49.005176 57.46985
331 809.23403 759.09104 0.79247651 0.25207711 0.19126177 121 0 6278 1.1234112 -0.12634685 48.917005 57.477363
332 1003.6133 763.96048 0.87263024 0.18378287 0.070810248 121 0 6615 2.2068211 -0.85941781 49.035401 57.470248
333 1867.2745 766.23582 0.91133064 0.10006421 -0.023961604 121 0 28191 74.380876 -4.6786532 49.558955 57.431149
334 824.7108 770.38577 0.80118505 -0.093351364 0.076466862 121 0 8249 8.4872459 -2.321917 48.927332 57.48036
335 1053.001 774.57809 0.41552781 -0.038817846 0.04475668 121 0 6199 1.2550655 -0.24666597 49.066256 57.471486
336 2365.3626 776.80985 0.7126898 -0.062273195 0.13195695 121 0 6400 1.7201879 -0.58893971 49.861044 57.410758
337 1060.9653 778.11 0.92279694 -0.32377617 -0.067994843 121 0 6417 1.3728682 -0.34407212 49.071384 57.472279
338 618.39138 779.80393 0.5589718 -0.093819636 0.096019164 121 0 9298 16.244014 -3.0267334 48.802773 57.492577
340 609.27545 786.01182 0.63752305 0.57285892 0.070540251 121 0 6445 1.8131906 -0.64610864 48.797737 57.495005
341 2308.7905 787.33561 0.83030353 0.32851982 0.026547556 121 0 7433 4.9177882 -1.7294245 49.827814 57.41693
342 1360.4817 790.30846 0.95118489 0.068691027 -0.01676832 121 0 10972 16.518968 -3.0449573 49.254081 57.462613
343 899.14856 790.7574 0.76020837 0.2588908 -0.038355969 121 0 7032 4.0310927 -1.513557 48.974214 57.483684
345 707.56814 793.45924 0.69664047 -0.39438942 -0.080632223 121 0 6268 1.1578828 -0.15916148 48.858073 57.493096
346 278.31415 799.77802 0.55204717 -0.049083948 0.0073541555 121 0 6306 1.4201163 -0.38080978 48.59759 57.513929
348 1043.9698 803.13043 0.98093811 -0.12058586 0.27031238 121 0 6843 2.7682326 -1.1055064 49.063161 57.481212
349 2065.5382 804.65167 0.93202082 0.39588438 -0.15310508 121 0 6438 1.5115065 -0.44852507 49.682298 57.434264
350 124.71594 806.79684 0.47471988 -0.045105789 0.16372701 121 0 7265 6.328466 -2.0032461 48.504664 57.522822
351 1098.077 806.77268 0.83343899 0.16825979 -0.18614294 121 0 6433 1.6484822 -0.54271069 49.096305 57.479955
352 386.0558 809.92594 0.49407526 -0.060529132 0.13669657 121 0 6387 2.1535372 -0.83288092 48.663946 57.512575
353 343.90566 823.27694 0.49972336 -0.16184794 0.1392635 121 0 6506 2.3729379 -0.93821592 48.639371 57.518764
354 957.21615 834.75228 0.60572407 -0.15886441 0.42060434 121 0 6216 1.0408929 -0.043515154 49.013125 57.49544
355 87.349043 837.43275 0.56402811 0.27328027 0.22779177 121 0 6239 1.1403363 -0.14258235 48.48432 57.534423
356 1533.8252 837.29121 0.87254197 0.15819046 0.042911416 121 0 6457 1.63303 -0.53248541 49.36319 57.46994
357 738.09114 840.16342 0.65428228 0.16583521 0.10573574 121 0 6585 2.6831551 -1.0716144 48.880445 57.506989
358 764.08922 839.65634 0.70582829 -0.13017914 0.091006411 121 0 8819 11.750129 -2.6751066 48.896203 57.505669
359 812.14779 848.38158 0.74942348 -0.032119519 0.091802712 121 0 19049 52.20325 -4.2942439 48.926126 57.506379
360 2277.5412 852.01481 0.816297 0.26083611 -0.096506322 121 0 7001 3.6033991 -1.3917809 49.814753 57.439532
362 1959.0942 858.31855 0.87833128 0.081004469 0.014191688 121 0 6355 1.3128259 -0.29551783 49.622643 57.456837
363 722.81213 860.04414 0.8846872 0.30545886 -0.12035134 121 0 6551 1.9641826 -0.73295467 48.872787 57.514156
364 2355.7951 859.65192 0.27010028 0.50109692 0.089948453 121 0 6214 1.83083 -0.65662003 49.862756 57.438236
365 1080.2197 861.96991 0.94819075 -0.055687828 0.039065244 121 0 13129 23.679066 -3.4359114 49.090091 57.498778
366 1214.1673 864.3303 0.93922854 0.078360839 0.01498484 121 0 7578 5.3747998 -1.8259057 49.171607 57.493465
367 230.6698 866.3254 0.5621888 0.019935019 -0.029065362 121 0 6497 2.2688703 -0.88952419 48.573875 57.537712
368 311.21099 866.13935 0.23423934 0.12712175 -0.040196025 121 0 6191 1.5748776 -0.49311701 48.622895 57.534174
369 697.61676 865.19993 0.4015783 -0.55738304 0.2425924 121 0 6247 1.4806714 -0.42614672 48.857891 57.516955
370 2161.9785 869.47964 0.6073478 0.42660071 0.70545223 121 0 6732 3.2792163 -1.2894252 49.746422 57.450791
371 1820.4294 872.68697 0.89399124 -0.16505936 0.039833432 121 0 6358 1.3440642 -0.32105004 49.539937 57.468084
372 427.98292 875.88281 0.27539079 0.11508992 0.17604011 121 0 6272 2.1316549 -0.82179222 48.694747 57.532285
373 646.14288 877.23567 0.51449815 0.092466197 0.14118819 121 0 6491 2.6515397 -1.0587453 48.827575 57.523159
374 987.00764 884.69245 0.96015771 -0.05011792 0.054016091 121 0 21579 51.146395 -4.2720376 49.035377 57.5104
375 1741.757 885.86508 0.805388 0.0039712141 0.060725582 121 0 6483 1.9379828 -0.71837481 49.493424 57.476083
376 1022.3036 888.85362 0.97937113 -0.0048067039 0.095898637 121 0 6645 2.0698956 -0.78987113 49.057166 57.510168
377 1041.351 890.50821 0.82836985 -0.11670626 0.091903458 121 0 7041 3.9544203 -1.4927071 49.068875 57.509849
378 2092.0557 895.96491 0.51806041 0.35943765 0.11298173 121 0 6203 1.1350704 -0.13755697 49.706473 57.46278
379 1198.4303 896.93138 0.68487879 0.75138238 0.11934421 121 0 6382 1.8797569 -0.68525424 49.164808 57.504821
380 487.52836 901.23889 0.57322119 0.018390864 0.1661476 121 0 6230 1.0572263 -0.060419933 48.733027 57.537964
381 792.56392 902.3434 0.58795216 -0.043967819 -0.0067007106 121 0 8131 10.322022 -2.5344119 48.918666 57.524866
382 1066.1303 904.01136 0.94319774 0.0063090483 0.019551076 121 0 7965 6.6593233 -2.0585753 49.085057 57.513136
383 2264.8481 903.90689 0.91679113 0.24559416 0.05807887 121 0 6426 1.5092334 -0.44689103 49.811749 57.457067
384 1400.5844 905.50976 0.75184594 -0.43476466 -0.1981841 121 0 6468 1.9660021 -0.73395996 49.288239 57.498359
385 397.27997 908.55536 0.44312252 -0.071535225 0.23533089 121 0 6218 1.3981987 -0.36392222 48.678683 57.544289
386 2145.9877 907.65132 0.46586996 0.075393165 0.14307235 121 0 6238 1.4076437 -0.37123184 49.74016 57.464008
387 682.47731 930.34489 0.74793375 0.011740962 0.19554136 121 0 6445 1.8792283 -0.68494888 48.854012 57.538892
388 292.10004 930.49504 0.38139616 -0.22231026 0.23861686 121 0 6359 2.1277662 -0.81980979 48.616388 57.556014
389 205.34083 932.47844 0.39397345 -0.05554355 0.2290007 121 0 7223 6.6713295 -2.060531 48.563692 57.560403
390 940.13949 933.50406 0.59725607 0.075420846 -0.11813444 121 0 6253 1.2268888 -0.22201298 49.010959 57.528439
391 910.02909 938.51072 0.68941307 0.080375846 0.22783231 121 0 6446 2.0300044 -0.76874247 48.99307 57.531424
392 95.923274 940.15645 0.49896194 -0.14183343 0.17508403 121 0 26842 96.566723 -4.9620687 48.497619 57.567601
393 329.72658 944.78627 0.36170333 0.19593682 0.2494668 121 0 6298 2.0030772 -0.75424422 48.640448 57.559052
394 1614.3977 944.78192 0.9765554 -0.065396206 -0.19960689 121 0 6779 2.5786241 -1.0284701 49.421336 57.501263
395 2255.2921 944.61779 0.62499966 0.20001804 0.027969684 121 0 6576 2.5493827 -1.0160876 49.809633 57.470805
396 972.17894 947.02129 0.93335335 -0.052492703 0.036728049 121 0 13946 26.716572 -3.5669518 49.031559 57.531412
397 2154.0199 950.20061 0.94148212 0.15342211 -0.023796167 121 0 7796 5.8391444 -1.915873 49.74883 57.4775
398 1143.4739 951.22349 0.75644803 0.17880614 -0.32332914 121 0 6278 1.2210662 -0.21684801 49.136009 57.52504
400 2018.4372 951.08508 0.7984335 0.013766798 0.015569634 121 0 7550 5.7460316 -1.89842 49.6668 57.484273
402 1098.3386 954.33844 0.80626988 -0.19958652 -0.18266691 121 0 6591 2.3002741 -0.90444897 49.108847 57.528104
403 2090.1331 957.31456 0.98319255 0.11392338 0.017160782 121 0 7212 3.7919116 -1.4471455 49.71078 57.482882
404 1349.8516 957.39997 0.57042525 0.047987441 0.20546721 121 0 6194 1.0392918 -0.041843729 49.261878 57.517626
405 527.08022 960.28212 0.59989167 -0.013036381 0.09509121 121 0 7934 8.9553643 -2.3802081 48.761876 57.555509
406 1663.4234 961.34557 0.7891744 -0.1321841 0.038703996 121 0 6279 1.1247815 -0.12767041 49.452511 57.504379
407 818.61379 962.14272 0.51722975 -0.074965463 -0.076058489 121 0 6610 3.3248236 -1.3044215 48.939436 57.543225
408 1889.7335 964.64389 0.81263976 0.25257573 0.1655057 121 0 6343 1.1483985 -0.15023155 49.590016 57.494808
409 959.11486 964.52371 0.60564034 0.27062959 0.16531678 121 0 6324 1.5954484 -0.50720692 49.025075 57.537712
410 738.46034 967.13841 0.5291909 -0.16027774 -0.09755755 121 0 6573 2.9984407 -1.1922387 48.891086 57.548422
411 280.41525 969.071 0.26230596 -0.20880403 -0.16933412 121 0 6185 1.6121129 -0.51848865 48.612344 57.569115
412 512.24749 969.98735 0.71069517 -0.33965703 0.31329889 121 0 6317 1.2947023 -0.28042477 48.75363 57.559328
413 1435.0425 973.11404 0.98664961 0.30991912 0.031863337 121 0 6462 1.5156295 -0.4514826 49.314944 57.51883
414 508.27183 977.73823 0.50611012 -0.11834496 0.11650429 121 0 7270 6.6088896 -2.0503212 48.751836 57.562033
415 2163.4277 984.42928 0.83539661 0.062502168 -0.0049911933 121 0 8553 9.0385716 -2.3902495 49.757593 57.488212
416 345.0821 985.28966 0.50650971 -0.1930733 0.13508493 121 0 8803 14.006789 -2.8658464 48.653042 57.571612
417 743.71848 987.32065 0.71389021 -0.022408935 0.039845514 121 0 6908 3.6275524 -1.3990343 48.895943 57.554777
418 1707.2312 988.05565 0.90882354 -0.59776451 -0.3064455 121 0 6450 1.5500372 -0.47585527 49.48141 57.511042
419 503.42667 991.0731 0.523656 0.054825369 0.18587989 121 0 6497 2.6155528 -1.0439087 48.749964 57.566599
420 598.04266 992.2394 0.67595095 -0.083703764 0.095346217 121 0 9416 14.640986 -2.9139258 48.807674 57.562825
421 1156.3206 991.70659 0.84526211 -0.19821176 0.026666553 121 0 7506 5.5696506 -1.8645699 49.147227 57.537669
422 849.25068 995.71989 0.71974167 -0.16697358 0.12193784 121 0 8073 8.5553886 -2.3305994 48.960847 57.552819
423 781.4089 998.62385 0.69124994 0.13493331 0.22317009 121 0 6499 2.1856087 -0.84893102 48.919809 57.556792
424 1276.7609 1000.0856 0.55651627 0.075078441 -0.31972219 121 0 6196 1.1711176 -0.17150126 49.221121 57.534909
426 1208.9085 1007.3782 0.63304933 0.1483722 -0.12658689 121 0 6811 3.7769872 -1.4428638 49.18051 57.540389
427 289.56765 1007.6323 0.42603062 0.023952906 0.062675472 121 0 6637 3.6710978 -1.4119899 48.620996 57.581311
428 645.80676 1008.7473 0.82531249 -0.046304302 0.10991115 121 0 6528 1.9928803 -0.74870301 48.838101 57.566108
429 63.867063 1012.303 0.52994596 -0.14122593 0.19262139 121 0 8703 12.160085 -2.7123415 48.483744 57.59253
430 1832.3286 1011.8287 0.95182886 0.098057473 -0.045741984 121 0 8788 9.0016104 -2.3858005 49.559367 57.512915
431 574.87323 1014.735 0.32267582 -0.18435109 0.093648022 121 0 6748 5.1870936 -1.7873102 48.795395 57.571189
432 2266.1902 1022.0828 0.67659642 0.40288484 -0.032859369 121 0 6441 2.0046332 -0.75508732 49.823212 57.495543
433 2235.464 1029.1258 0.78727866 0.20626369 -0.085774922 121 0 7095 3.9833105 -1.5006104 49.805238 57.499323
434 2048.3445 1030.0932 0.26541696 0.15238273 0.24908743 121 0 6101 1.2782272 -0.26652013 49.691949 57.508618
435 1656.2084 1034.2482 0.79210942 0.072380023 -0.17157974 121 0 6373 1.4550417 -0.40718864 49.454475 57.528502
436 328.78437 1036.8719 0.71232786 -0.013787278 0.31419504 121 0 6476 1.8982254 -0.69586944 48.647236 57.589161
437 788.54588 1037.0755 0.72626762 -0.080795548 0.023286861 121 0 23384 70.749947 -4.6243153 48.927321 57.569027
438 1163.4979 1037.1414 0.92202125 0.35202421 0.079375792 121 0 6533 1.7697466 -0.6197777 49.155424 57.552171
440 932.85987 1044.9254 0.98509669 -0.073673969 0.039584334 121 0 7134 3.617927 -1.3961495 49.015799 57.565136
441 375.69156 1051.1805 0.37163964 0.329317 0.45868836 121 0 6178 1.1939283 -0.19244565 48.676977 57.591797
442 842.42446 1051.2371 0.45490081 0.048158408 -0.18551799 121 0 6190 1.0982236 -0.10172694 48.961286 57.571247
443 998.47511 1054.7269 0.90709963 -0.1033267 0.0057305484 121 0 11287 18.062319 -3.1419337 49.056538 57.565384
444 2318.7875 1056.002 0.27164829 0.19920525 0.048915524 121 0 6133 1.682445 -0.5648522 49.858132 57.504061
445 426.25316 1056.1275 0.46073582 -0.2562611 0.22169617 121 0 6340 1.9540293 -0.72732767 48.708195 57.591212
446 377.36073 1057.6353 0.27089666 -0.16003817 0.1877268 121 0 6399 3.0597534 -1.2142161 48.678513 57.593832
447 1054.8858 1062.3958 0.70440848 0.33040964 0.52370979 121 0 6228 1.0646389 -0.068005781 49.091498 57.56534
448 859.90758 1062.2588 0.88212124 -0.027840318 0.076350484 121 0 8162 7.6031683 -2.2024865 48.97284 57.574063
449 2151.1039 1061.181 0.7128494 0.43987155 -0.022135819 121 0 6428 1.7503149 -0.60779045 49.757007 57.513838
450 175.33415 1062.5619 0.46793291 -0.36422516 0.15662568 121 0 8761 13.889264 -2.8566981 48.555704 57.604172
451 269.3441 1062.8858 0.34492273 -0.18361685 0.038949719 121 0 6559 3.6155243 -1.3954282 48.613071 57.600228
452 2004.4325 1065.8231 0.87341536 -0.13866715 0.15519126 121 0 6342 1.0895003 -0.093068406 49.668507 57.522367
453 834.80975 1067.1633 0.68239921 0.18251297 0.30808006 121 0 6456 1.9168672 -0.70648006 48.957968 57.576786
454 676.851 1069.659 0.64187198 -0.077252129 0.062485054 121 0 7283 5.6171168 -1.8737836 48.861986 57.584622
455 369.9385 1070.5582 0.47848983 -0.16791898 0.044989997 121 0 6434 2.4014369 -0.95117795 48.675025 57.598375
456 1943.2894 1075.3659 0.35129651 0.0098581049 -0.38880946 121 0 6115 1.0319177 -0.034112609 49.632272 57.528389
457 1213.5533 1076.8109 0.94738198 -0.057280245 -0.066505813 121 0 8337 7.7260402 -2.2198924 49.189213 57.562838
458 68.162706 1080.3161 0.3276301 0.054227774 -0.0016310275 121 0 6145 1.1671753 -0.16784019 48.491712 57.614558
461 1583.7602 1082.7911 0.91007242 0.066639757 0.032156384 121 0 6334 1.1534141 -0.15496311 49.414705 57.547722
462 296.59261 1090.8177 0.66087773 0.30813996 0.22192446 121 0 6250 1.0110718 -0.011955011 48.631919 57.608171
463 427.98844 1092.2073 0.31498562 0.26585278 0.39689333 121 0 6201 1.5223199 -0.45626481 48.712159 57.602917
464 1266.6206 1096.2095 0.87823516 -0.1005044 0.12182389 121 0 6338 1.2642111 -0.25454902 49.223128 57.566744
465 2056.7578 1096.0941 0.81379819 0.13734518 -0.0035455041 121 0 7834 6.5506688 -2.0407141 49.702932 57.529745
466 2081.535 1100.2697 0.72698755 0.14536663 0.360323 121 0 6420 1.5744732 -0.49283815 49.71833 57.529922
467 653.7464 1101.4901 0.27370114 -0.03617328 -0.092217887 121 0 6124 1.0397093 -0.042279806 48.850515 57.596036
468 1119.8034 1103.9127 0.63030164 -0.19710619 -0.14852641 121 0 6760 3.5741099 -1.3829197 49.134481 57.57595
469 1320.9675 1104.1081 0.78165595 0.27018002 -0.11537016 121 0 6313 1.3694567 -0.34137076 49.256846 57.566831
470 122.90144 1105.7744 0.49889775 -0.32071628 0.1904974 121 0 6639 3.0840476 -1.2228027 48.527128 57.620532
471 198.26836 1107.5017 0.35438885 -0.2469753 0.15641068 121 0 6384 2.4026955 -0.95174683 48.57326 57.617862
472 1265.8624 1107.5577 0.39927278 -0.4891573 -0.17234919 121 0 6148 1.0637457 -0.067094516 49.223632 57.570482
474 804.2882 1112.7574 0.82581214 -0.097330797 0.040491617 121 0 14469 31.396707 -3.7422102 48.943151 57.593032
475 2267.8433 1114.5835 0.49164435 0.8008881 0.25077267 121 0 6192 1.0772538 -0.080795112 49.832563 57.525632
476 785.67494 1115.8615 0.64553409 0.0047459399 0.28323626 121 0 6417 1.8115371 -0.64511807 48.93207 57.594875
477 292.78636 1117.8871 0.44345132 -0.17262361 0.097130789 121 0 8005 10.986518 -2.6021502 48.631759 57.617175
478 2208.3695 1118.4773 0.50508793 0.21094877 -0.077334739 121 0 7174 5.7244931 -1.8943426 49.796864 57.529772
479 721.02533 1120.1182 0.55740867 0.026613036 0.053641024 121 0 6390 1.9973783 -0.75115082 48.893035 57.599139
480 733.07831 1120.1576 0.54514399 0.090641663 -0.17394292 121 0 6304 1.5943692 -0.50647227 48.900382 57.598616
481 1813.9032 1124.9786 0.52713121 -0.55445525 0.26237447 121 0 6687 3.2125129 -1.2671122 49.558136 57.550699
482 221.12625 1128.2048 0.2603007 -0.11639493 0.3222941 121 0 6269 2.1697565 -0.84102749 48.588854 57.623638
483 1952.8558 1130.0271 0.85722682 0.16495931 -0.001555049 121 0 9482 12.07191 -2.70444 49.64292 57.545766
484 1156.704 1130.4453 0.77215844 0.25997217 -0.0052758454 121 0 6488 1.9199766 -0.70823985 49.159171 57.582934
485 2084.4251 1135.3738 0.21371475 0.099963593 0.097617478 121 0 6128 1.394724 -0.36122067 49.723219 57.541235
486 1631.3719 1137.3925 0.92908892 0.14986253 0.0074076516 121 0 7927 6.42241 -2.0192451 49.448367 57.563317
487 772.49679 1139.6017 0.55027806 -0.00064468786 0.095284135 121 0 6550 2.930393 -1.1673147 48.926 57.603212
489 991.00331 1143.7388 0.54490005 0.10105694 -0.0094358309 121 0 6237 1.2636923 -0.25410332 49.059431 57.594776
490 753.02397 1144.7887 0.69404865 -0.086146262 0.058743612 121 0 10038 17.155231 -3.0859914 48.914562 57.605772
491 56.87378 1145.5727 0.31926894 -0.10861767 0.15072345 121 0 6662 4.1295765 -1.5397638 48.489952 57.636352
492 2043.9592 1146.256 0.7298116 -0.33245019 -0.48920682 121 0 6242 1.0492504 -0.052197832 49.699642 57.54672
493 448.03246 1147.9904 0.35787151 0.032491708 0.56274596 121 0 6154 1.0002968 -0.00032214597 48.728882 57.620257
494 1153.2634 1148.3015 0.91359786 -0.034121483 -0.039127466 121 0 6862 2.9524858 -1.1754695 49.158586 57.588918
495 1247.4222 1147.0537 0.76879597 -0.3592565 0.19432762 121 0 6658 2.5952329 -1.0354408 49.215773 57.584217
496 990.85941 1154.2401 0.79172985 -0.2460173 0.036293465 121 0 6338 1.3336026 -0.31256608 49.060222 57.59821
497 680.58257 1155.4175 0.91817486 0.20820436 0.28182945 121 0 6315 1.0307135 -0.032844931 48.871286 57.612456
498 1152.6966 1156.4591 0.84712047 -0.17064819 0.02477261 121 0 6739 2.6950022 -1.0763978 49.15893 57.591607
